ID,class,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color
2477,e,t,b,s,s,p,g,p,w,o,p,k
2478,e,t,b,s,s,w,g,p,w,o,p,k
2479,p,e,e,s,s,w,w,p,w,o,p,k
2480,e,t,e,f,s,w,w,p,w,o,e,n
2481,e,t,b,s,s,g,p,p,w,o,p,k
2482,e,t,b,s,s,w,g,p,w,o,p,k
2483,p,e,b,s,s,w,w,p,w,o,p,n
2484,e,t,b,s,s,p,p,p,w,o,p,k
2485,e,t,b,s,s,w,g,p,w,o,p,k
2486,e,t,b,s,s,w,w,p,w,o,p,n
2487,e,t,b,s,s,p,g,p,w,o,p,k
2488,e,t,e,s,s,w,w,p,w,o,e,n
2489,e,t,b,s,s,g,p,p,w,o,p,n
2490,e,t,b,s,s,g,p,p,w,o,p,n
2491,e,t,b,s,s,p,p,p,w,o,p,n
2492,e,t,b,s,s,g,w,p,w,o,p,n
2493,e,t,b,s,s,p,w,p,w,o,p,k
2494,e,t,b,s,s,w,p,p,w,o,p,n
2495,e,t,b,s,s,g,p,p,w,o,p,k
2496,p,e,e,s,s,w,w,p,w,o,p,n
2497,e,t,b,s,s,w,w,p,w,o,p,n
2498,e,t,b,s,s,g,w,p,w,o,p,k
2499,e,t,b,s,s,p,p,p,w,o,p,n
2500,e,t,b,s,s,w,g,p,w,o,p,k
2501,e,t,e,f,f,w,w,p,w,o,e,k
2502,e,t,e,f,s,w,w,p,w,o,e,n
2503,e,t,b,s,s,p,p,p,w,o,p,k
2504,e,t,b,s,s,p,g,p,w,o,p,n
2505,e,t,b,s,s,w,g,p,w,o,p,n
2506,e,t,b,s,s,p,p,p,w,o,p,n
2507,e,t,b,s,s,p,w,p,w,o,p,n
2508,e,t,b,s,s,w,p,p,w,o,p,k
2509,e,t,b,s,s,w,w,p,w,o,p,k
2510,e,t,b,s,s,w,g,p,w,o,p,k
2511,e,t,b,s,s,w,p,p,w,o,p,n
2512,e,t,b,s,s,p,p,p,w,o,p,n
2513,p,e,b,s,s,w,w,p,w,o,p,n
2514,e,t,b,s,s,p,p,p,w,o,p,k
2515,e,t,b,s,s,p,p,p,w,o,p,n
2516,e,t,b,s,s,w,w,p,w,o,p,k
2517,e,t,b,s,s,p,g,p,w,o,p,k
2518,e,t,b,s,s,g,p,p,w,o,p,k
2519,e,t,e,f,s,w,w,p,w,o,e,n
2520,e,t,b,s,s,p,p,p,w,o,p,n
2521,e,t,b,s,s,p,p,p,w,o,p,k
2522,e,t,b,s,s,w,g,p,w,o,p,n
2523,e,t,b,s,s,w,g,p,w,o,p,k
2524,e,t,b,s,s,g,w,p,w,o,p,k
2525,e,t,b,s,s,w,p,p,w,o,p,n
2526,e,t,b,s,s,w,w,p,w,o,p,k
2527,e,t,b,s,s,p,w,p,w,o,p,n
2528,e,t,b,s,s,w,w,p,w,o,p,k
2529,e,t,b,s,s,w,p,p,w,o,p,k
2530,e,t,b,s,s,p,w,p,w,o,p,n
2531,e,t,b,s,s,w,p,p,w,o,p,n
2532,e,t,b,s,s,p,p,p,w,o,p,k
2533,e,t,b,s,s,p,p,p,w,o,p,k
2534,p,e,b,k,k,n,b,p,w,o,l,h
2535,e,t,b,s,s,p,p,p,w,o,p,k
2536,e,t,b,s,s,g,g,p,w,o,p,k
2537,p,e,b,k,k,p,b,p,w,o,l,h
2538,e,t,b,s,s,w,w,p,w,o,p,k
2539,e,t,b,s,s,w,g,p,w,o,p,k
2540,p,e,b,k,k,b,n,p,w,o,l,h
2541,p,e,b,s,s,w,w,p,w,o,p,n
2542,e,t,b,s,s,w,w,p,w,o,p,k
2543,e,t,b,s,s,p,g,p,w,o,p,n
2544,e,t,b,s,s,w,p,p,w,o,p,n
2545,e,t,b,s,s,w,p,p,w,o,p,k
2546,e,t,b,s,s,w,g,p,w,o,p,n
2547,e,t,b,s,s,g,g,p,w,o,p,n
2548,e,t,b,s,s,w,p,p,w,o,p,n
2549,e,t,b,s,s,g,p,p,w,o,p,k
2550,e,t,b,s,s,w,w,p,w,o,p,k
2551,e,t,b,s,s,p,g,p,w,o,p,k
2552,e,t,b,s,s,w,g,p,w,o,p,k
2553,e,t,b,s,s,p,w,p,w,o,p,n
2554,e,t,b,s,s,p,g,p,w,o,p,k
2555,e,t,b,s,s,w,g,p,w,o,p,k
2556,e,t,b,s,s,p,p,p,w,o,p,n
2557,e,t,b,s,s,p,g,p,w,o,p,n
2558,e,t,b,s,s,p,g,p,w,o,p,n
2559,e,t,b,s,s,p,w,p,w,o,p,n
2560,e,t,b,s,s,p,g,p,w,o,p,k
2561,p,e,b,s,s,w,w,p,w,o,p,k
2562,e,t,b,s,s,w,p,p,w,o,p,k
2563,e,t,b,s,s,p,w,p,w,o,p,n
2564,e,t,b,s,s,g,g,p,w,o,p,n
2565,e,t,b,s,s,p,p,p,w,o,p,k
2566,e,t,b,s,s,w,p,p,w,o,p,k
2567,p,e,b,k,k,b,p,p,w,o,l,h
2568,e,t,b,s,s,w,p,p,w,o,p,k
2569,e,t,b,s,s,g,g,p,w,o,p,n
2570,e,t,b,s,s,w,w,p,w,o,p,k
2571,e,t,b,s,s,p,p,p,w,o,p,n
2572,p,e,b,k,k,b,p,p,w,o,l,h
2573,e,t,b,s,s,w,g,p,w,o,p,n
2574,e,t,b,s,s,g,p,p,w,o,p,k
2575,e,t,b,s,s,g,w,p,w,o,p,k
2576,e,t,b,s,s,w,w,p,w,o,p,k
2577,e,t,b,s,s,w,g,p,w,o,p,n
2578,e,t,b,s,s,w,g,p,w,o,p,k
2579,e,t,b,s,s,g,g,p,w,o,p,k
2580,e,t,b,s,s,p,p,p,w,o,p,k
2581,e,t,b,s,s,p,w,p,w,o,p,k
2582,e,t,b,s,s,p,g,p,w,o,p,n
2583,e,t,b,s,s,w,g,p,w,o,p,n
2584,e,t,b,s,s,p,p,p,w,o,p,k
2585,e,t,b,s,s,w,g,p,w,o,p,n
2586,e,t,b,s,s,p,p,p,w,o,p,n
2587,e,t,b,s,s,p,g,p,w,o,p,n
2588,e,t,b,s,s,p,g,p,w,o,p,k
2589,e,t,b,s,s,g,g,p,w,o,p,n
2590,e,t,b,s,s,p,g,p,w,o,p,n
2591,e,t,b,s,s,g,p,p,w,o,p,k
2592,e,t,b,s,s,p,w,p,w,o,p,n
2593,e,t,b,s,s,w,w,p,w,o,p,k
2594,e,t,b,s,s,p,p,p,w,o,p,n
2595,p,e,b,k,k,b,n,p,w,o,l,h
2596,e,t,b,s,s,w,w,p,w,o,p,k
2597,e,t,b,s,s,g,g,p,w,o,p,n
2598,e,t,b,s,s,w,g,p,w,o,p,n
2599,e,t,b,s,s,p,p,p,w,o,p,n
2600,e,t,b,s,s,g,w,p,w,o,p,k
2601,e,t,b,s,s,w,w,p,w,o,p,k
2602,e,t,b,s,s,g,g,p,w,o,p,k
2603,e,t,b,s,s,p,g,p,w,o,p,k
2604,e,t,b,s,s,p,w,p,w,o,p,k
2605,e,t,b,s,s,g,w,p,w,o,p,n
2606,p,e,b,k,k,p,n,p,w,o,l,h
2607,e,t,b,s,s,p,w,p,w,o,p,n
2608,e,t,b,s,s,g,g,p,w,o,p,n
2609,e,t,b,s,s,w,p,p,w,o,p,k
2610,e,t,b,s,s,w,g,p,w,o,p,n
2611,e,t,b,s,s,p,p,p,w,o,p,k
2612,e,t,b,s,s,p,w,p,w,o,p,n
2613,e,t,b,s,s,w,g,p,w,o,p,n
2614,e,t,b,s,s,g,g,p,w,o,p,n
2615,e,t,b,s,s,p,g,p,w,o,p,k
2616,e,t,b,s,s,w,p,p,w,o,p,k
2617,e,t,b,s,s,w,w,p,w,o,p,n
2618,e,t,b,s,s,g,w,p,w,o,p,n
2619,e,t,b,s,s,w,w,p,w,o,p,n
2620,e,t,b,s,s,g,g,p,w,o,p,k
2621,e,t,b,s,s,g,g,p,w,o,p,n
2622,e,t,b,s,s,p,p,p,w,o,p,n
2623,e,t,b,s,s,w,g,p,w,o,p,n
2624,e,t,b,s,s,p,g,p,w,o,p,k
2625,e,t,b,s,s,g,g,p,w,o,p,n
2626,e,t,b,s,s,w,g,p,w,o,p,n
2627,e,t,b,s,s,w,w,p,w,o,p,n
2628,p,e,b,s,s,w,w,p,w,o,p,n
2629,e,t,b,s,s,p,p,p,w,o,p,n
2630,e,t,b,s,s,g,g,p,w,o,p,n
2631,e,t,e,s,f,w,w,p,w,o,e,k
2632,e,t,b,s,s,g,w,p,w,o,p,n
2633,e,t,b,s,s,p,w,p,w,o,p,n
2634,e,t,b,s,s,g,g,p,w,o,p,n
2635,e,t,b,s,s,w,w,p,w,o,p,n
2636,e,t,b,s,s,p,g,p,w,o,p,n
2637,e,t,b,s,s,p,g,p,w,o,p,n
2638,e,t,b,s,s,p,g,p,w,o,p,n
2639,e,t,b,s,s,p,g,p,w,o,p,n
2640,e,t,b,s,s,g,g,p,w,o,p,k
2641,e,t,b,s,s,g,g,p,w,o,p,k
2642,e,t,b,s,s,p,w,p,w,o,p,n
2643,e,t,b,s,s,w,w,p,w,o,p,k
2644,e,t,b,s,s,g,g,p,w,o,p,k
2645,e,t,b,s,s,p,p,p,w,o,p,n
2646,e,t,b,s,s,g,w,p,w,o,p,n
2647,e,t,b,s,s,g,p,p,w,o,p,k
2648,e,t,e,s,f,w,w,p,w,o,e,k
2649,e,t,b,s,s,w,g,p,w,o,p,n
2650,e,t,b,s,s,g,g,p,w,o,p,k
2651,e,t,b,s,s,p,g,p,w,o,p,n
2652,e,t,b,s,s,g,g,p,w,o,p,k
2653,e,t,b,s,s,g,g,p,w,o,p,n
2654,e,t,b,s,s,p,w,p,w,o,p,k
2655,e,t,b,s,s,p,g,p,w,o,p,k
2656,e,t,b,s,s,w,w,p,w,o,p,k
2657,e,t,b,s,s,w,w,p,w,o,p,k
2658,e,t,b,s,s,g,g,p,w,o,p,k
2659,e,t,b,s,s,p,w,p,w,o,p,k
2660,e,t,b,s,s,p,w,p,w,o,p,n
2661,e,t,b,s,s,g,w,p,w,o,p,n
2662,e,t,b,s,s,g,g,p,w,o,p,n
2663,e,t,b,s,s,g,p,p,w,o,p,n
2664,e,t,b,s,s,g,p,p,w,o,p,k
2665,e,t,b,s,s,p,w,p,w,o,p,k
2666,e,t,b,s,s,p,g,p,w,o,p,k
2667,e,t,b,s,s,w,g,p,w,o,p,n
2668,e,t,b,s,s,g,g,p,w,o,p,k
2669,e,t,b,s,s,g,g,p,w,o,p,n
2670,e,t,b,s,s,g,p,p,w,o,p,n
2671,e,t,b,s,s,p,p,p,w,o,p,n
2672,e,t,b,s,s,p,w,p,w,o,p,n
2673,e,t,b,s,s,p,g,p,w,o,p,n
2674,e,t,b,s,s,w,p,p,w,o,p,n
2675,e,t,b,s,s,g,g,p,w,o,p,k
2676,e,t,b,s,s,p,p,p,w,o,p,k
2677,e,t,b,s,s,w,p,p,w,o,p,k
2678,e,t,b,s,s,p,p,p,w,o,p,n
2679,e,t,b,s,s,p,w,p,w,o,p,n
2680,e,t,b,s,s,p,p,p,w,o,p,k
2681,e,t,b,s,s,p,p,p,w,o,p,n
2682,e,t,b,s,s,g,p,p,w,o,p,n
2683,e,t,b,s,s,p,g,p,w,o,p,k
2684,p,e,b,s,s,w,w,p,w,o,p,n
2685,e,t,b,s,s,w,w,p,w,o,p,k
2686,e,t,b,s,s,w,w,p,w,o,p,n
2687,e,t,b,s,s,g,p,p,w,o,p,n
2688,e,t,b,s,s,g,p,p,w,o,p,n
2689,e,t,b,s,s,g,g,p,w,o,p,k
2690,e,t,b,s,s,p,w,p,w,o,p,k
2691,e,t,e,s,s,w,w,p,w,o,e,n
2692,e,t,b,s,s,p,g,p,w,o,p,k
2693,e,t,b,s,s,w,p,p,w,o,p,n
2694,e,t,b,s,s,p,w,p,w,o,p,k
2695,e,t,b,s,s,w,g,p,w,o,p,n
2696,e,t,b,s,s,g,g,p,w,o,p,n
2697,e,t,b,s,s,g,p,p,w,o,p,k
2698,p,e,b,k,k,b,p,p,w,o,l,h
2699,e,t,b,s,s,w,w,p,w,o,p,n
2700,e,t,b,s,s,p,g,p,w,o,p,k
2701,e,t,b,s,s,p,w,p,w,o,p,n
2702,e,t,b,s,s,p,g,p,w,o,p,k
2703,e,t,b,s,s,g,w,p,w,o,p,k
2704,e,t,b,s,s,w,g,p,w,o,p,n
2705,e,t,b,s,s,g,p,p,w,o,p,k
2706,e,t,b,s,s,w,g,p,w,o,p,k
2707,e,t,b,s,s,g,w,p,w,o,p,n
2708,e,t,b,s,s,p,g,p,w,o,p,k
2709,e,t,b,s,s,p,g,p,w,o,p,k
2710,e,t,b,s,s,w,w,p,w,o,p,k
2711,e,t,b,s,s,g,w,p,w,o,p,k
2712,e,t,b,s,s,w,p,p,w,o,p,n
2713,e,t,b,s,s,g,p,p,w,o,p,n
2714,e,t,b,s,s,w,p,p,w,o,p,k
2715,e,t,b,s,s,w,g,p,w,o,p,n
2716,e,t,b,s,s,g,w,p,w,o,p,k
2717,e,t,b,s,s,p,p,p,w,o,p,n
2718,e,t,b,s,s,g,p,p,w,o,p,n
2719,e,t,b,s,s,p,w,p,w,o,p,k
2720,e,t,b,s,s,w,w,p,w,o,p,k
2721,e,t,b,s,s,g,w,p,w,o,p,n
2722,e,t,b,s,s,g,p,p,w,o,p,n
2723,e,t,b,s,s,g,p,p,w,o,p,n
2724,e,t,b,s,s,g,w,p,w,o,p,n
2725,e,t,b,s,s,p,p,p,w,o,p,k
2726,e,t,b,s,s,g,p,p,w,o,p,k
2727,e,t,b,s,s,p,g,p,w,o,p,n
2728,e,t,b,s,s,p,g,p,w,o,p,n
2729,e,t,b,s,s,w,p,p,w,o,p,k
2730,e,t,b,s,s,w,w,p,w,o,p,n
2731,e,t,e,f,s,w,w,p,w,o,e,k
2732,e,t,b,s,s,w,g,p,w,o,p,n
2733,e,t,b,s,s,g,p,p,w,o,p,n
2734,e,t,b,s,s,w,p,p,w,o,p,k
2735,e,t,b,s,s,g,w,p,w,o,p,k
2736,e,t,b,s,s,g,g,p,w,o,p,n
2737,e,t,b,s,s,g,g,p,w,o,p,k
2738,e,t,b,s,s,w,g,p,w,o,p,k
2739,e,t,b,s,s,p,g,p,w,o,p,k
2740,e,t,b,s,s,p,w,p,w,o,p,k
2741,e,t,b,s,s,g,w,p,w,o,p,n
2742,e,t,b,s,s,w,w,p,w,o,p,n
2743,e,t,b,s,s,w,w,p,w,o,p,k
2744,e,t,b,s,s,p,g,p,w,o,p,k
2745,e,t,b,s,s,p,g,p,w,o,p,n
2746,e,t,b,s,s,g,w,p,w,o,p,n
2747,e,t,b,s,s,p,g,p,w,o,p,k
2748,e,t,b,s,s,w,w,p,w,o,p,k
2749,e,t,b,s,s,w,g,p,w,o,p,n
2750,p,e,b,s,s,w,w,p,w,o,p,k
2751,e,t,b,s,s,p,w,p,w,o,p,n
2752,e,t,b,s,s,p,p,p,w,o,p,n
2753,e,t,b,s,s,g,p,p,w,o,p,k
2754,e,t,b,s,s,g,g,p,w,o,p,k
2755,e,t,b,s,s,g,p,p,w,o,p,n
2756,e,t,b,s,s,w,g,p,w,o,p,n
2757,e,t,b,s,s,p,p,p,w,o,p,k
2758,e,t,b,s,s,w,p,p,w,o,p,n
2759,e,t,b,s,s,p,w,p,w,o,p,k
2760,e,t,b,s,s,w,w,p,w,o,p,n
2761,e,t,b,s,s,w,w,p,w,o,p,k
2762,e,t,b,s,s,p,w,p,w,o,p,k
2763,e,t,b,s,s,w,g,p,w,o,p,k
2764,e,t,b,s,s,w,g,p,w,o,p,n
2765,e,t,b,s,s,g,p,p,w,o,p,n
2766,e,t,b,s,s,w,p,p,w,o,p,n
2767,p,e,b,k,k,b,p,p,w,o,l,h
2768,e,t,b,s,s,p,w,p,w,o,p,n
2769,e,t,b,s,s,g,g,p,w,o,p,k
2770,e,t,b,s,s,w,g,p,w,o,p,n
2771,p,e,b,k,k,b,p,p,w,o,l,h
2772,e,t,b,s,s,w,w,p,w,o,p,n
2773,e,t,b,s,s,g,p,p,w,o,p,n
2774,e,t,b,s,s,g,g,p,w,o,p,k
2775,e,t,b,s,s,p,g,p,w,o,p,k
2776,e,t,b,s,s,g,p,p,w,o,p,n
2777,e,t,b,s,s,w,p,p,w,o,p,n
2778,e,t,b,s,s,w,p,p,w,o,p,k
2779,e,t,b,s,s,g,p,p,w,o,p,n
2780,e,t,b,s,s,w,p,p,w,o,p,k
2781,e,t,b,s,s,g,p,p,w,o,p,k
2782,e,t,b,s,s,g,p,p,w,o,p,n
2783,e,t,b,s,s,g,w,p,w,o,p,k
2784,e,t,b,s,s,p,w,p,w,o,p,k
2785,e,t,b,s,s,g,g,p,w,o,p,k
2786,e,t,b,s,s,g,w,p,w,o,p,k
2787,e,t,b,s,s,p,w,p,w,o,p,n
2788,e,t,b,s,s,g,g,p,w,o,p,n
2789,e,t,e,f,f,w,w,p,w,o,e,k
2790,e,t,b,s,s,g,w,p,w,o,p,k
2791,e,t,b,s,s,g,w,p,w,o,p,n
2792,e,t,b,s,s,g,p,p,w,o,p,k
2793,e,t,b,s,s,w,w,p,w,o,p,n
2794,e,t,b,s,s,w,g,p,w,o,p,k
2795,e,t,b,s,s,p,g,p,w,o,p,n
2796,e,t,b,s,s,g,w,p,w,o,p,n
2797,e,t,b,s,s,w,g,p,w,o,p,k
2798,p,e,b,s,s,w,w,p,w,o,p,n
2799,e,t,b,s,s,p,p,p,w,o,p,n
2800,e,t,b,s,s,w,p,p,w,o,p,k
2801,e,t,b,s,s,p,w,p,w,o,p,n
2802,e,t,e,s,s,w,w,p,w,o,e,n
2803,e,t,b,s,s,g,w,p,w,o,p,n
2804,e,t,b,s,s,w,p,p,w,o,p,n
2805,e,t,b,s,s,p,g,p,w,o,p,n
2806,e,t,b,s,s,w,p,p,w,o,p,k
2807,e,t,b,s,s,p,p,p,w,o,p,k
2808,e,t,b,s,s,g,g,p,w,o,p,k
2809,e,t,b,s,s,g,g,p,w,o,p,n
2810,e,t,b,s,s,w,w,p,w,o,p,n
2811,e,t,b,s,s,w,w,p,w,o,p,k
2812,e,t,b,s,s,p,g,p,w,o,p,n
2813,e,t,b,s,s,w,w,p,w,o,p,n
2814,e,t,b,s,s,g,w,p,w,o,p,n
2815,e,t,b,s,s,g,p,p,w,o,p,n
2816,e,t,b,s,s,g,p,p,w,o,p,n
2817,e,t,b,s,s,g,w,p,w,o,p,k
2818,e,t,e,f,f,w,w,p,w,o,e,k
2819,e,t,b,s,s,w,g,p,w,o,p,n
2820,e,t,b,s,s,g,g,p,w,o,p,n
2821,e,t,b,s,s,p,p,p,w,o,p,k
2822,e,t,b,s,s,g,p,p,w,o,p,n
2823,e,t,b,s,s,p,g,p,w,o,p,n
2824,e,t,b,s,s,p,w,p,w,o,p,k
2825,e,t,b,s,s,w,w,p,w,o,p,k
2826,e,t,b,s,s,p,g,p,w,o,p,n
2827,e,t,b,s,s,p,p,p,w,o,p,k
2828,e,t,b,s,s,w,g,p,w,o,p,k
2829,e,t,b,s,s,g,p,p,w,o,p,n
2830,e,t,b,s,s,w,p,p,w,o,p,n
2831,e,t,b,s,s,w,p,p,w,o,p,k
2832,e,t,b,s,s,p,p,p,w,o,p,k
2833,e,t,b,s,s,w,w,p,w,o,p,n
2834,e,t,b,s,s,p,p,p,w,o,p,k
2835,e,t,b,s,s,w,w,p,w,o,p,k
2836,e,t,b,s,s,p,p,p,w,o,p,n
2837,e,t,b,s,s,w,p,p,w,o,p,n
2838,e,t,b,s,s,p,p,p,w,o,p,n
2839,e,t,b,s,s,g,p,p,w,o,p,k
2840,e,t,b,s,s,p,g,p,w,o,p,k
2841,e,t,b,s,s,g,g,p,w,o,p,k
2842,p,e,b,s,s,w,w,p,w,o,p,k
2843,e,t,b,s,s,g,g,p,w,o,p,n
2844,e,t,b,s,s,w,p,p,w,o,p,n
2845,e,t,e,f,f,w,w,p,w,o,e,n
2846,e,t,b,s,s,p,g,p,w,o,p,k
2847,e,t,b,s,s,p,p,p,w,o,p,k
2848,e,t,b,s,s,p,w,p,w,o,p,k
2849,e,t,b,s,s,p,w,p,w,o,p,n
2850,e,t,b,s,s,g,p,p,w,o,p,n
2851,e,t,b,s,s,g,p,p,w,o,p,k
2852,e,t,b,s,s,g,p,p,w,o,p,n
2853,e,t,b,s,s,p,p,p,w,o,p,n
2854,e,t,b,s,s,g,p,p,w,o,p,n
2855,e,t,b,s,s,g,g,p,w,o,p,n
2856,e,t,b,s,s,g,g,p,w,o,p,n
2857,e,t,b,s,s,w,w,p,w,o,p,n
2858,e,t,b,s,s,p,w,p,w,o,p,k
2859,e,t,b,s,s,g,w,p,w,o,p,k
2860,e,t,b,s,s,p,w,p,w,o,p,n
2861,p,e,b,s,s,w,w,p,w,o,p,k
2862,e,t,b,s,s,p,p,p,w,o,p,k
2863,e,t,b,s,s,g,g,p,w,o,p,k
2864,e,t,b,s,s,g,w,p,w,o,p,k
2865,e,t,b,s,s,g,g,p,w,o,p,k
2866,e,t,b,s,s,g,g,p,w,o,p,k
2867,e,t,b,s,s,g,p,p,w,o,p,n
2868,e,t,b,s,s,p,p,p,w,o,p,n
2869,e,t,b,s,s,p,g,p,w,o,p,n
2870,e,t,b,s,s,g,w,p,w,o,p,k
2871,e,t,b,s,s,w,w,p,w,o,p,k
2872,e,t,b,s,s,p,g,p,w,o,p,n
2873,e,t,b,s,s,p,w,p,w,o,p,n
2874,e,t,b,s,s,p,w,p,w,o,p,k
2875,e,t,b,s,s,w,p,p,w,o,p,n
2876,e,t,b,s,s,w,p,p,w,o,p,n
2877,e,t,b,s,s,g,w,p,w,o,p,k
2878,e,t,b,s,s,w,p,p,w,o,p,n
2879,e,t,b,s,s,g,g,p,w,o,p,n
2880,e,t,b,s,s,g,w,p,w,o,p,n
2881,e,t,b,s,s,g,w,p,w,o,p,n
2882,e,t,e,s,f,w,w,p,w,o,e,k
2883,e,t,b,s,s,w,p,p,w,o,p,k
2884,e,t,b,s,s,w,w,p,w,o,p,n
2885,e,t,b,s,s,p,p,p,w,o,p,k
2886,e,t,b,s,s,w,p,p,w,o,p,k
2887,e,t,b,s,s,p,g,p,w,o,p,k
2888,p,e,b,s,s,w,w,p,w,o,p,k
2889,e,t,b,s,s,p,p,p,w,o,p,k
2890,e,t,b,s,s,w,g,p,w,o,p,k
2891,e,t,e,s,s,w,w,p,w,o,e,k
2892,e,t,b,s,s,w,g,p,w,o,p,k
2893,p,e,b,s,s,w,w,p,w,o,p,n
2894,e,t,b,s,s,g,p,p,w,o,p,k
2895,e,t,b,s,s,p,p,p,w,o,p,k
2896,e,t,b,s,s,w,g,p,w,o,p,k
2897,e,t,b,s,s,p,p,p,w,o,p,k
2898,e,t,b,s,s,g,g,p,w,o,p,k
2899,e,t,b,s,s,w,w,p,w,o,p,n
2900,e,t,b,s,s,g,p,p,w,o,p,k
2901,e,t,b,s,s,g,w,p,w,o,p,n
2902,e,t,b,s,s,g,p,p,w,o,p,n
2903,e,t,b,s,s,p,w,p,w,o,p,n
2904,p,e,b,k,k,n,p,p,w,o,l,h
2905,e,t,b,s,s,w,w,p,w,o,p,n
2906,e,t,b,s,s,w,w,p,w,o,p,k
2907,e,t,b,s,s,p,g,p,w,o,p,k
2908,e,t,b,s,s,p,p,p,w,o,p,k
2909,e,t,b,s,s,w,w,p,w,o,p,k
2910,e,t,b,s,s,w,p,p,w,o,p,n
2911,e,t,b,s,s,g,w,p,w,o,p,n
2912,e,t,b,s,s,g,g,p,w,o,p,n
2913,e,t,b,s,s,g,w,p,w,o,p,n
2914,e,t,b,s,s,p,p,p,w,o,p,k
2915,e,t,b,s,s,p,g,p,w,o,p,k
2916,e,t,b,s,s,g,g,p,w,o,p,n
2917,e,t,b,s,s,w,p,p,w,o,p,n
2918,e,t,b,s,s,p,p,p,w,o,p,k
2919,e,t,b,s,s,w,w,p,w,o,p,k
2920,e,t,b,s,s,w,g,p,w,o,p,n
2921,e,t,b,s,s,g,g,p,w,o,p,k
2922,e,t,b,s,s,g,p,p,w,o,p,n
2923,e,t,b,s,s,p,w,p,w,o,p,k
2924,e,t,b,s,s,g,p,p,w,o,p,k
2925,e,t,b,s,s,p,w,p,w,o,p,k
2926,e,t,b,s,s,w,w,p,w,o,p,n
2927,p,e,b,k,k,b,n,p,w,o,l,h
2928,e,t,b,s,s,w,g,p,w,o,p,k
2929,e,t,b,s,s,g,p,p,w,o,p,n
2930,e,t,b,s,s,w,w,p,w,o,p,n
2931,e,t,b,s,s,g,w,p,w,o,p,n
2932,e,t,b,s,s,w,w,p,w,o,p,k
2933,e,t,b,s,s,g,g,p,w,o,p,k
2934,e,t,b,s,s,p,w,p,w,o,p,k
2935,e,t,b,s,s,g,g,p,w,o,p,k
2936,e,t,b,s,s,w,w,p,w,o,p,k
2937,e,t,b,s,s,g,w,p,w,o,p,n
2938,p,e,b,k,k,p,b,p,w,o,l,h
2939,e,t,b,s,s,p,w,p,w,o,p,n
2940,e,t,b,s,s,g,g,p,w,o,p,k
2941,e,t,b,s,s,g,g,p,w,o,p,n
2942,e,t,b,s,s,p,g,p,w,o,p,n
2943,e,t,b,s,s,w,p,p,w,o,p,n
2944,e,t,b,s,s,w,g,p,w,o,p,n
2945,e,t,b,s,s,w,g,p,w,o,p,k
2946,e,t,b,s,s,w,w,p,w,o,p,n
2947,e,t,b,s,s,w,g,p,w,o,p,k
2948,e,t,b,s,s,p,p,p,w,o,p,k
2949,e,t,b,s,s,p,g,p,w,o,p,n
2950,e,t,b,s,s,w,w,p,w,o,p,n
2951,e,t,b,s,s,p,p,p,w,o,p,k
2952,e,t,b,s,s,p,g,p,w,o,p,n
2953,e,t,b,s,s,p,w,p,w,o,p,k
2954,e,t,b,s,s,g,p,p,w,o,p,n
2955,e,t,b,s,s,w,g,p,w,o,p,n
2956,e,t,b,s,s,w,p,p,w,o,p,n
2957,e,t,b,s,s,p,g,p,w,o,p,k
2958,e,t,b,s,s,g,w,p,w,o,p,k
2959,e,t,b,s,s,w,p,p,w,o,p,n
2960,e,t,b,s,s,p,g,p,w,o,p,k
2961,e,t,b,s,s,g,w,p,w,o,p,k
2962,e,t,b,s,s,g,w,p,w,o,p,n
2963,e,t,b,s,s,w,w,p,w,o,p,n
2964,e,t,b,s,s,p,g,p,w,o,p,n
2965,e,t,b,s,s,p,w,p,w,o,p,k
2966,e,t,b,s,s,w,g,p,w,o,p,n
2967,e,t,e,f,s,w,w,p,w,o,e,n
2968,e,t,b,s,s,w,g,p,w,o,p,k
2969,e,t,b,s,s,g,g,p,w,o,p,n
2970,e,t,b,s,s,g,p,p,w,o,p,n
2971,e,t,b,s,s,g,g,p,w,o,p,k
2972,e,t,b,s,s,p,p,p,w,o,p,k
2973,e,t,b,s,s,w,p,p,w,o,p,k
2974,e,t,b,s,s,w,p,p,w,o,p,n
2975,e,t,b,s,s,p,w,p,w,o,p,n
2976,e,t,b,s,s,p,p,p,w,o,p,k
2977,e,t,b,s,s,p,p,p,w,o,p,k
2978,e,t,b,s,s,g,p,p,w,o,p,n
2979,e,t,b,s,s,w,g,p,w,o,p,k
2980,e,t,b,s,s,w,g,p,w,o,p,n
2981,e,t,b,s,s,w,p,p,w,o,p,n
2982,e,t,b,s,s,p,w,p,w,o,p,n
2983,e,t,b,s,s,g,w,p,w,o,p,n
2984,e,t,b,s,s,w,w,p,w,o,p,n
2985,e,t,b,s,s,w,g,p,w,o,p,k
2986,e,t,b,s,s,g,p,p,w,o,p,k
2987,e,t,b,s,s,g,p,p,w,o,p,k
2988,e,t,b,s,s,g,p,p,w,o,p,k
2989,e,t,b,s,s,w,w,p,w,o,p,n
2990,e,t,b,s,s,w,w,p,w,o,p,k
2991,p,e,b,k,k,b,n,p,w,o,l,h
